location,estate_name,estate_map_latitude,estate_map_longitude,transaction_price,saleable_floor_area,floor_level,transaction_price_per_sq,discount_rate,assignment_date,month,year,credit_level
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,226300,20,M,11315,69,1,9,2014,F
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,299400,35,M,8554,66,1,9,2014,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,193400,26,L,7438,66,1,9,2014,0
"TAI PO, NORTH & SHATIN (2)",TIN PING ESTATE,22.50348,114.13229,597000,45,L,13267,74,1,9,2014,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,202000,26,M,7769,66,1,9,2014,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,340600,33,L,10321,72,1,9,2014,0
"TAI PO, NORTH & SHATIN (2)",TAI WO ESTATE,22.45201,114.16259,650600,41,H,15868,74,1,9,2014,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,293900,35,M,8397,66,1,9,2014,0
"TAI PO, NORTH & SHATIN (2)",TIN PING ESTATE,22.50348,114.13229,393200,46,M,8548,74,1,9,2014,F
"TAI PO, NORTH & SHATIN (2)",CHEUNG WAH ESTATE,22.49219,114.1419,214700,22,L,9759,66,1,9,2014,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,233600,36,M,6489,66,29,8,2014,F
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,219800,27,L,8141,66,29,8,2014,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,303400,35,M,8669,66,29,8,2014,0
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,734600,41,H,17917,69,29,8,2014,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,132700,26,M,5104,66,29,8,2014,F
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,188700,27,L,6989,66,29,8,2014,0
"TAI PO, NORTH & SHATIN (3)",FU HENG ESTATE,22.45645,114.17074,397800,33,L,12055,74,29,8,2014,0
KOWLOON WEST & SAI KUNG (2),PO LAM ESTATE,22.32592,114.25309,373100,32,L,11659,66,29,8,2014,0
KOWLOON WEST & SAI KUNG (1),NAM CHEONG ESTATE,22.32642,114.15827,831000,46,L,18065,72,29,8,2014,0
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,491700,33,M,14900,73,29,8,2014,0
"TAI PO, NORTH & SHATIN (2)",CHEUNG WAH ESTATE,22.49219,114.1419,368800,35,L,10537,66,28,8,2014,0
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,453500,25,M,18140,66,28,8,2014,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,251100,46,M,5459,66,28,8,2014,F
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,356900,26,M,13727,73,28,8,2014,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,286500,27,M,10611,66,28,8,2014,F
"TAI PO, NORTH & SHATIN (2)",CHEUNG WAH ESTATE,22.49219,114.1419,421000,39,M,10795,66,28,8,2014,0
"TAI PO, NORTH & SHATIN (1)",HIN KENG ESTATE,22.36399,114.17324,518300,35,H,14809,74,28,8,2014,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,287800,35,L,8223,66,28,8,2014,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,316400,39,M,8113,66,28,8,2014,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,476500,28,H,17018,66,28,8,2014,0
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,944900,51,M,18527,66,28,8,2014,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,386600,35,H,11046,66,28,8,2014,F
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,568800,35,M,16251,66,28,8,2014,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,274600,41,L,6698,66,28,8,2014,F
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,217200,28,L,7757,66,27,8,2014,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,355400,39,L,9113,72,27,8,2014,0
KOWLOON WEST & SAI KUNG (1),NAM CHEONG ESTATE,22.32642,114.15827,424100,35,L,12117,72,27,8,2014,F
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,302000,39,L,7744,66,27,8,2014,0
"TAI PO, NORTH & SHATIN (2)",WAH MING ESTATE,22.48455,114.14015,270200,35,L,7720,69,27,8,2014,F
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,204200,39,M,5236,66,27,8,2014,F
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,262300,46,H,5702,66,27,8,2014,F
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,251900,33,L,7633,66,27,8,2014,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,308500,35,H,8814,66,27,8,2014,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,327100,41,M,7978,66,27,8,2014,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,229900,27,M,8515,66,27,8,2014,0
KOWLOON WEST & SAI KUNG (1),NAM CHEONG ESTATE,22.32642,114.15827,909500,46,L,19772,72,27,8,2014,0
KOWLOON WEST & SAI KUNG (1),NAM CHEONG ESTATE,22.32642,114.15827,666500,33,L,20197,72,27,8,2014,0
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,445100,35,H,12717,66,27,8,2014,F
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,441300,32,L,13791,66,27,8,2014,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,307200,41,L,7493,66,27,8,2014,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,388300,35,L,11094,72,27,8,2014,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,423200,39,M,10851,72,26,8,2014,0
"TAI PO, NORTH & SHATIN (1)",HIN KENG ESTATE,22.36399,114.17324,726500,49,H,14827,74,26,8,2014,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,231000,28,M,8250,66,26,8,2014,0
"TAI PO, NORTH & SHATIN (3)",FU HENG ESTATE,22.45645,114.17074,510300,38,M,13429,74,26,8,2014,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,293900,35,L,8397,66,26,8,2014,0
"TAI PO, NORTH & SHATIN (2)",CHEUNG WAH ESTATE,22.49219,114.1419,262900,26,M,10112,66,26,8,2014,0
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,426100,33,L,12912,73,26,8,2014,0
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,147100,14,M,10507,69,26,8,2014,F
"WONG TAI SIN, TSING YI & TSUEN WAN (2)",TSING YI ESTATE,22.35465,114.1028,299500,35,M,8557,66,26,8,2014,F
"TAI PO, NORTH & SHATIN (3)",FU HENG ESTATE,22.45645,114.17074,544500,41,H,13280,74,26,8,2014,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,182500,35,L,5214,66,25,8,2014,F
KOWLOON WEST & SAI KUNG (2),PO LAM ESTATE,22.32592,114.25309,440100,35,M,12574,66,25,8,2014,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,311900,41,L,7607,66,25,8,2014,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,309900,35,H,8854,66,25,8,2014,0
"TAI PO, NORTH & SHATIN (1)",HIN KENG ESTATE,22.36399,114.17324,509300,35,H,14551,74,25,8,2014,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,323100,33,L,9791,72,25,8,2014,0
KOWLOON WEST & SAI KUNG (1),NAM CHEONG ESTATE,22.32642,114.15827,423300,33,L,12827,72,25,8,2014,F
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,137100,27,L,5078,66,25,8,2014,F
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,429700,32,L,13428,66,25,8,2014,0
"TAI PO, NORTH & SHATIN (1)",HIN KENG ESTATE,22.36399,114.17324,483600,36,L,13433,74,25,8,2014,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,401000,46,H,8717,66,25,8,2014,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,305600,35,M,8731,66,25,8,2014,0
"TAI PO, NORTH & SHATIN (2)",CHEUNG WAH ESTATE,22.49219,114.1419,336100,33,M,10185,66,22,8,2014,0
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,672200,38,L,17689,66,22,8,2014,0
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",FUNG TAK ESTATE,22.34489,114.20121,644200,41,L,15712,75,22,8,2014,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,205700,26,L,7912,66,22,8,2014,0
"TAI PO, NORTH & SHATIN (2)",CHEUNG WAH ESTATE,22.49219,114.1419,267100,39,L,6849,66,22,8,2014,H
"TAI PO, NORTH & SHATIN (2)",CHEUNG WAH ESTATE,22.49219,114.1419,397700,39,M,10197,66,22,8,2014,0
"TAI PO, NORTH & SHATIN (2)",TAI PING ESTATE,22.49797,114.12668,563000,46,L,12239,73,22,8,2014,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,152200,28,H,5436,66,22,8,2014,F
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,240200,26,M,9238,73,22,8,2014,F
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,240200,26,M,9238,73,22,8,2014,F
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,380700,46,M,8276,66,22,8,2014,0
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,456900,41,L,11144,69,22,8,2014,F
"TAI PO, NORTH & SHATIN (2)",TAI WO ESTATE,22.45201,114.16259,774800,49,H,15812,74,22,8,2014,0
"TAI PO, NORTH & SHATIN (3)",FU HENG ESTATE,22.45645,114.17074,288700,35,L,8249,74,22,8,2014,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,546600,35,L,15617,73,21,8,2014,0
KOWLOON EAST (1),HING TIN ESTATE,22.31285,114.23877,545600,35,L,15589,66,21,8,2014,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,129700,26,M,4988,66,21,8,2014,F
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,550400,53,M,10385,66,21,8,2014,0
HONG KONG ISLAND & ISLANDS (1),FUNG WAH ESTATE,22.2611,114.23152,385300,35,M,11009,74,21,8,2014,F
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,457400,41,M,11156,73,21,8,2014,F
"WONG TAI SIN, TSING YI & TSUEN WAN (2)",CHEUNG ON ESTATE,22.35992,114.10435,608000,42,H,14476,75,21,8,2014,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,205500,26,L,7904,73,21,8,2014,F
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,293200,26,L,11277,73,21,8,2014,H
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,628800,35,H,17966,66,21,8,2014,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,424900,27,M,15737,66,20,8,2014,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,538000,35,L,15371,66,20,8,2014,0
KOWLOON WEST & SAI KUNG (2),PO LAM ESTATE,22.32592,114.25309,591400,46,M,12857,66,20,8,2014,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,347000,33,M,10515,72,20,8,2014,0
"TAI PO, NORTH & SHATIN (3)",KWONG YUEN ESTATE,22.38123,114.21415,109100,14,M,7793,66,20,8,2014,F
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,268100,28,L,9575,66,20,8,2014,F
"TAI PO, NORTH & SHATIN (2)",TAI WO ESTATE,22.45201,114.16259,657700,45,M,14616,74,20,8,2014,0
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,334400,35,M,9554,66,20,8,2014,F
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,281800,41,M,6873,66,20,8,2014,F
"TAI PO, NORTH & SHATIN (2)",CHEUNG WAH ESTATE,22.49219,114.1419,405100,39,L,10387,66,20,8,2014,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,232200,28,H,8293,66,20,8,2014,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,304300,27,H,11270,66,20,8,2014,F
"TAI PO, NORTH & SHATIN (2)",CHEUNG WAH ESTATE,22.49219,114.1419,258000,26,L,9923,66,19,8,2014,0
HONG KONG ISLAND & ISLANDS (1),WAH KWAI ESTATE,22.25011,114.14024,726000,41,M,17707,75,19,8,2014,0
TUEN MUN & YUEN LONG (3),TIN KING ESTATE,22.40587,113.96399,430500,41,H,10500,69,19,8,2014,0
"TAI PO, NORTH & SHATIN (2)",CHEUNG WAH ESTATE,22.49219,114.1419,343800,39,L,8815,66,19,8,2014,0
KOWLOON WEST & SAI KUNG (2),PO LAM ESTATE,22.32592,114.25309,473000,35,H,13514,66,19,8,2014,0
"TAI PO, NORTH & SHATIN (2)",CHEUNG WAH ESTATE,22.49219,114.1419,418300,41,L,10202,66,19,8,2014,0
"TAI PO, NORTH & SHATIN (2)",CHEUNG WAH ESTATE,22.49219,114.1419,354800,39,L,9097,66,19,8,2014,0
"TAI PO, NORTH & SHATIN (2)",CHEUNG WAH ESTATE,22.49219,114.1419,220700,33,M,6688,66,19,8,2014,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",FUNG TAK ESTATE,22.34489,114.20121,639500,41,L,15598,75,19,8,2014,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,318300,35,H,9094,66,19,8,2014,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,336200,26,M,12931,73,19,8,2014,0
"TAI PO, NORTH & SHATIN (3)",FU HENG ESTATE,22.45645,114.17074,444700,35,L,12706,74,19,8,2014,0
"TAI PO, NORTH & SHATIN (2)",CHEUNG WAH ESTATE,22.49219,114.1419,239100,35,L,6831,66,19,8,2014,F
"TAI PO, NORTH & SHATIN (3)",FU HENG ESTATE,22.45645,114.17074,394900,32,L,12341,74,19,8,2014,0
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",FUNG TAK ESTATE,22.34489,114.20121,414000,41,L,10098,75,18,8,2014,F
"TAI PO, NORTH & SHATIN (1)",HIN KENG ESTATE,22.36399,114.17324,470800,35,L,13451,74,18,8,2014,0
KOWLOON WEST & SAI KUNG (2),PO LAM ESTATE,22.32592,114.25309,576200,46,L,12526,66,18,8,2014,0
"TAI PO, NORTH & SHATIN (3)",FU SHIN ESTATE,22.453,114.17556,478700,35,M,13677,72,18,8,2014,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,296100,35,M,8460,66,18,8,2014,0
"TAI PO, NORTH & SHATIN (2)",CHEUNG WAH ESTATE,22.49219,114.1419,448500,44,L,10193,66,18,8,2014,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,436800,35,M,12480,72,18,8,2014,0
"TAI PO, NORTH & SHATIN (1)",HIN KENG ESTATE,22.36399,114.17324,483400,35,M,13811,74,18,8,2014,0
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,491900,41,M,11998,66,18,8,2014,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",FUNG TAK ESTATE,22.34489,114.20121,751900,41,H,18339,75,18,8,2014,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,337000,35,L,9629,66,18,8,2014,F
"TAI PO, NORTH & SHATIN (2)",TAI PING ESTATE,22.49797,114.12668,436800,35,L,12480,73,18,8,2014,0
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,222000,26,L,8538,73,18,8,2014,F
"TAI PO, NORTH & SHATIN (2)",CHEUNG WAH ESTATE,22.49219,114.1419,365100,35,L,10431,66,18,8,2014,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,226600,28,H,8093,66,15,8,2014,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,353600,32,M,11050,72,15,8,2014,0
"WONG TAI SIN, TSING YI & TSUEN WAN (2)",TSING YI ESTATE,22.35465,114.1028,433000,35,L,12371,66,15,8,2014,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,439200,41,H,10712,66,15,8,2014,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,174200,33,M,5279,66,15,8,2014,F
"TAI PO, NORTH & SHATIN (2)",CHEUNG WAH ESTATE,22.49219,114.1419,257500,35,H,7357,66,15,8,2014,F
KOWLOON WEST & SAI KUNG (2),PO LAM ESTATE,22.32592,114.25309,378300,32,M,11822,66,15,8,2014,0
KOWLOON WEST & SAI KUNG (2),PO LAM ESTATE,22.32592,114.25309,370000,34,L,10882,66,15,8,2014,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,159600,28,H,5700,66,15,8,2014,F
"TAI PO, NORTH & SHATIN (3)",FU SHIN ESTATE,22.453,114.17556,606600,46,M,13187,72,15,8,2014,0
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,394700,35,M,11277,73,14,8,2014,F
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,225700,27,L,8359,66,14,8,2014,0
"TAI PO, NORTH & SHATIN (2)",CHEUNG WAH ESTATE,22.49219,114.1419,376300,41,L,9178,66,14,8,2014,0
"TAI PO, NORTH & SHATIN (2)",CHEUNG WAH ESTATE,22.49219,114.1419,387000,39,H,9923,66,14,8,2014,0
"TAI PO, NORTH & SHATIN (2)",TAI WO ESTATE,22.45201,114.16259,130600,14,M,9329,74,14,8,2014,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,265100,25,L,10604,73,13,8,2014,F
"TAI PO, NORTH & SHATIN (2)",CHEUNG WAH ESTATE,22.49219,114.1419,163700,26,L,6296,66,13,8,2014,F
"TAI PO, NORTH & SHATIN (3)",FU SHIN ESTATE,22.453,114.17556,436000,35,L,12457,72,13,8,2014,0
"TAI PO, NORTH & SHATIN (2)",CHEUNG WAH ESTATE,22.49219,114.1419,253200,26,L,9738,66,13,8,2014,0
KOWLOON WEST & SAI KUNG (2),PO LAM ESTATE,22.32592,114.25309,381300,33,M,11555,66,13,8,2014,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,317600,39,M,8144,66,13,8,2014,0
"TAI PO, NORTH & SHATIN (3)",FU HENG ESTATE,22.45645,114.17074,271000,32,M,8469,74,13,8,2014,F
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,411200,45,L,9138,66,13,8,2014,0
"TAI PO, NORTH & SHATIN (2)",CHEUNG WAH ESTATE,22.49219,114.1419,262500,26,M,10096,66,12,8,2014,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,275800,33,M,8358,66,12,8,2014,0
"TAI PO, NORTH & SHATIN (2)",CHEUNG WAH ESTATE,22.49219,114.1419,248200,41,L,6054,66,12,8,2014,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,802100,46,L,17437,66,12,8,2014,0
"TAI PO, NORTH & SHATIN (3)",KWONG YUEN ESTATE,22.38123,114.21415,125600,14,L,8971,66,12,8,2014,H
HONG KONG ISLAND & ISLANDS (2),TSUI WAN ESTATE,22.26825,114.24061,572700,38,L,15071,69,12,8,2014,0
"TAI PO, NORTH & SHATIN (2)",CHEUNG WAH ESTATE,22.49219,114.1419,247500,39,L,6346,66,11,8,2014,F
KOWLOON WEST & SAI KUNG (2),PO LAM ESTATE,22.32592,114.25309,297500,35,L,8500,66,11,8,2014,F
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,227800,15,L,15187,69,11,8,2014,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,228500,27,M,8463,66,11,8,2014,0
HONG KONG ISLAND & ISLANDS (1),FUNG WAH ESTATE,22.2611,114.23152,464600,51,L,9110,74,11,8,2014,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,506700,41,M,12359,73,11,8,2014,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,505300,40,M,12633,66,11,8,2014,F
KOWLOON WEST & SAI KUNG (2),PO LAM ESTATE,22.32592,114.25309,790500,65,M,12162,66,11,8,2014,0
"TAI PO, NORTH & SHATIN (3)",KWONG YUEN ESTATE,22.38123,114.21415,477600,36,M,13267,66,11,8,2014,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,233900,27,M,8663,66,8,8,2014,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,236000,28,H,8429,66,8,8,2014,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,296100,27,H,10967,66,8,8,2014,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,365100,33,L,11064,73,8,8,2014,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,275300,22,M,12514,66,8,8,2014,F
TUEN MUN & YUEN LONG (3),TIN KING ESTATE,22.40587,113.96399,357700,41,L,8724,69,8,8,2014,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,149500,28,M,5339,66,8,8,2014,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,534800,41,L,13044,69,8,8,2014,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,215500,28,L,7696,66,8,8,2014,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,316400,39,M,8113,66,8,8,2014,0
KOWLOON WEST & SAI KUNG (2),PO LAM ESTATE,22.32592,114.25309,238300,33,L,7221,66,8,8,2014,F
"TAI PO, NORTH & SHATIN (2)",WAN TAU TONG ESTATE,22.44275,114.16876,552000,41,H,13463,75,8,8,2014,0
KOWLOON WEST & SAI KUNG (2),PO LAM ESTATE,22.32592,114.25309,238900,32,L,7466,66,8,8,2014,F
